"source","target","sectionspeed"
"ESB3021","ESB3019","85.0"
"DK00001","DK00006","140.0"
"DK00006","DK00008","140.0"
"DK00008","DK00010","140.0"
"DK00010","DK00017","160.0"
"DK00017","DK00019","140.0"
"DK00019","DK00021","140.0"
"DK00021","DK00023","140.0"
"DK00023","DK00025","140.0"
"DK00025","DK00027","140.0"
"DK00027","DK00029","140.0"
"DK00029","DK00031","140.0"
"DK00031","DK00033","140.0"
"DK00033","DK00035","140.0"
"DK00035","DK00037","160.0"
"DK00037","DK00039","160.0"
"DK00124","DK00943","150.0"
"DK00943","DK00931","160.0"
"DK00931","DK00933","160.0"
"DK00933","DK00935","160.0"
"DK00935","DK00937","160.0"
"DK00937","DK00939","160.0"
"DK00939","DK00025","160.0"
"DK00025","DK00043","160.0"
"DK00043","DK00045","125.0"
"DK00045","DK00047","160.0"
"DK00047","DK00049","130.0"
"DK00049","DK00051","120.0"
"DK00051","DK00053","120.0"
"DK00051","DK00055","180.0"
"DK00053","DK00055","120.0"
"DK00055","DK00059","180.0"
"DK00055","DK00057","120.0"
"DK00057","DK00059","120.0"
"DK00059","DK00061","80.0"
"DK00061","DK00069","120.0"
"DK00069","DK00071","70.0"
"DK00017","DK00079","120.0"
"DK00079","DK00081","120.0"
"DK00081","DK00083","120.0"
"DK00083","DK00086","120.0"
"DK00086","DK00089","120.0"
"DK00089","DK00091","120.0"
"DK00091","DK00093","120.0"
"DK00093","DK00095","120.0"
"DK00095","DK00043","120.0"
"DK00017","DK00099","140.0"
"DK00099","DK00101","160.0"
"DK00101","DK00103","160.0"
"DK00103","DK00105","160.0"
"DK00105","DK00107","160.0"
"DK00107","DK00109","120.0"
"DK00109","DK00112","120.0"
"DK00112","DK00114","120.0"
"DK00114","DK00116","120.0"
"DK00116","DK00118","120.0"
"DK00118","DK00120","120.0"
"DK00122","DK00124","120.0"
"DK00124","DK00006","100.0"
"DK00142","DK00144","60.0"
"DK00144","DK00147","90.0"
"DK00147","DK00150","90.0"
"DK00150","DK00153","100.0"
"DK00153","DK00155","120.0"
"DK00155","DK00158","120.0"
"DK00158","DK00161","120.0"
"DK00161","DK00165","120.0"
"DK00165","DK00167","100.0"
"DK00001","DK00169","76.66666666666667"
"DK00169","DK00171","120.0"
"DK00171","DK00175","160.0"
"DK00175","EU00141","180.0"
"DK00124","DK00171","100.0"
"DK00181","DK00184","120.0"
"DK00184","DK00186","120.0"
"DK00186","DK00189","120.0"
"DK00189","DK00192","120.0"
"DK00192","DK00194","120.0"
"DK00194","DK00198","120.0"
"DK00200","DK00202","140.0"
"DK00202","DK00205","140.0"
"DK00205","DK00207","140.0"
"DK00207","DK00209","130.0"
"DK00209","DK00211","130.0"
"DK00211","DK00215","130.0"
"DK00215","DK00218","140.0"
"DK00218","DK00221","140.0"
"DK00221","DK00223","140.0"
"DK00223","DK00225","120.0"
"DK00225","DK00227","130.0"
"DK00227","DK00231","130.0"
"DK00231","DK00234","135.0"
"DK00234","DK00236","140.0"
"DK00236","DK00238","140.0"
"DK00238","DK00240","140.0"
"DK00240","DK00242","140.0"
"DK00242","DK00244","135.0"
"DK00244","DK00247","135.0"
"DK00247","DK00249","130.0"
"DK00249","DK00251","140.0"
"DK00251","DK00253","140.0"
"DK00253","DK00255","140.0"
"DK00255","DK00257","140.0"
"DK00257","DK00259","140.0"
"DK00259","DK00261","140.0"
"DK00261","DK00263","160.0"
"DK00263","DK00265","160.0"
"DK00265","DK00268","95.0"
"DK00268","DK00271","95.0"
"DK00271","DK00275","95.0"
"DK00275","DK00280","60.0"
"DK00280","DK00282","120.0"
"DK00282","DK00284","120.0"
"DK00284","DK00286","120.0"
"DK00286","DK00288","120.0"
"DK00288","DK00291","120.0"
"DK00291","DK00294","120.0"
"DK00294","DK00296","120.0"
"DK00227","DK00298","140.0"
"DK00298","DK00301","140.0"
"DK00301","DK00304","140.0"
"DK00304","DK00306","160.0"
"DK00306","DK00308","160.0"
"DK00308","DK00310","160.0"
"DK00310","DK00312","160.0"
"DK00312","DK00314","160.0"
"DK00314","DK00316","160.0"
"DK00316","DK00318","120.0"
"DK00318","DK00320","120.0"
"DK00225","DK00298","140.0"
"DK00326","DK00328","100.0"
"DK00328","DK00316","100.0"
"DK00304","DK00332","120.0"
"DK00332","DK00335","120.0"
"DK00335","DK00338","120.0"
"DK00338","DK00340","120.0"
"DK00340","DK00342","120.0"
"DK00338","DK00347","100.0"
"DK00347","DK00350","100.0"
"DK00350","DK00355","100.0"
"DK00355","DK00358","100.0"
"DK00358","DK00362","100.0"
"DK00342","DK00368","120.0"
"DK00368","DK00371","120.0"
"DK00371","DK00375","100.0"
"DK00375","DK00378","100.0"
"DK00378","DK00382","100.0"
"DK00382","DK00384","100.0"
"DK00384","DK00386","100.0"
"DK00386","DK00390","100.0"
"DK00390","DK00392","100.0"
"DK00392","DK00395","100.0"
"DK00395","DK00397","120.0"
"DK00397","DK00399","120.0"
"DK00257","DK00401","120.0"
"DK00401","DK00403","120.0"
"DK00403","DK00405","120.0"
"DK00405","DK00407","120.0"
"DK00407","DK00409","120.0"
"DK00409","DK00411","120.0"
"DK00411","DK00413","120.0"
"DK00413","DK00415","120.0"
"DK00415","DK00417","120.0"
"DK00417","DK00419","120.0"
"DK00419","DK00421","120.0"
"DK00421","DK00399","120.0"
"DK00395","DK00424","120.0"
"DK00424","DK00426","120.0"
"DK00426","DK00428","120.0"
"DK00428","DK00430","120.0"
"DK00430","DK00432","120.0"
"DK00432","DK00434","120.0"
"DK00434","DK00436","120.0"
"DK00436","DK00438","120.0"
"DK00438","DK00440","120.0"
"DK00440","DK00442","120.0"
"DK00442","DK00444","110.0"
"DK00444","DK00446","110.0"
"DK00446","DK00448","100.0"
"DK00448","DK00234","70.0"
"DK00399","DK00455","75.0"
"DK00455","DK00459","75.0"
"DK00459","DK00461","75.0"
"DK00461","DK00464","75.0"
"DK00464","DK00467","75.0"
"DK00242","DK00470","120.0"
"DK00470","DK00472","120.0"
"DK00472","DK00474","120.0"
"DK00474","DK00476","120.0"
"DK00476","DK00478","100.0"
"DK00478","DK00480","100.0"
"DK00480","DK00482","100.0"
"DK00482","DK00484","100.0"
"DK00484","DK00486","100.0"
"DK00486","DK00432","100.0"
"DK00432","DK00492","100.0"
"DK00492","DK00495","100.0"
"DK00495","DK00382","100.0"
"DK00247","DK00498","60.0"
"DK00498","DK00500","100.0"
"DK00500","DK00502","100.0"
"DK00502","DK00505","100.0"
"DK00505","DK00508","100.0"
"DK00508","DK00513","100.0"
"DK00513","DK00519","75.0"
"DK00280","DK00954","75.0"
"DK00716","DK00719","75.0"
"DK00719","DK00721","75.0"
"DK00721","DK00723","75.0"
"DK00723","DK00725","75.0"
"DK00725","DK00727","75.0"
"DK00795","DK00800","50.0"
"DK00800","DK00803","90.0"
"DK00803","DK00806","120.0"
"DK00806","DK00812","120.0"
"DK00812","DK00814","100.0"
"DK00815","DK00817","80.0"
"DK00817","DK00822","90.0"
"DK00822","DK00824","90.0"
"DK00824","DK00826","120.0"
"DK00826","DK00828","120.0"
"DK00828","DK00830","90.0"
"DK00830","DK00832","120.0"
"DK00832","DK00834","120.0"
"DK00834","DK00841","120.0"
"DK00803","DK00846","90.0"
"DK00846","DK00848","120.0"
"DK00848","DK00855","120.0"
"DK00855","DK00859","120.0"
"DK00859","DK00863","120.0"
"DK00863","DK00865","120.0"
"DK00822","DK00867","90.0"
"DK00867","DK00869","90.0"
"DK00869","DK00871","100.0"
"DK00871","DK00881","100.0"
"DK00884","DK00886","100.0"
"DK00886","DK00888","120.0"
"DK00888","DK00897","120.0"
"DK00897","DK00899","120.0"
"DK00899","DK00901","120.0"
"DK00901","DK00903","120.0"
"DK00903","DK00908","120.0"
"DK00824","DK00912","100.0"
"DK00913","DK00920","80.0"
"DK00920","DK00926","80.0"
"DK00926","DK00824","80.0"
"DEALD A","DEALD G","40.0"
"DE95059","DE95064","60.0"
"DE95113","DE95111","60.0"
"DE95135","DEABTSL","60.0"
"DE95113","DE95118","70.0"
"DE95190","DE95162","130.0"
"DE95204","DE95141","100.0"
"DE95229","DE95256","40.0"
"DE95320","DE95322","40.0"
"DEEHE P","DE95344","200.0"
"DE95355","DE95353","80.0"
"DE95353","DE95356","40.0"
"DE95181","DE95216","110.0"
"DE95411","DE95404","130.0"
"DE95373","DE95477","120.0"
"DE95451","DE95382","100.0"
"DE95496","DE95494","120.0"
"DE95575","DE95570","40.0"
"DE95572","DE95575","50.0"
"DE95631","DE95630","120.0"
"DE95696","DE95694","80.0"
"DE95825","DE95726","70.0"
"DEEWANB","DE95825","40.0"
"DE95826","DE95821","40.0"
"DE95842","DEEHERT","60.0"
"DEEDDPH","DE95681","100.0"
"DE95733","DEEHUOS","100.0"
"DE95852","DE95855","100.0"
"DE95904","DE95908","60.0"
"DEEOBRW","DEEOBRO","50.0"
"DEEOB O","DEEOB N","40.0"
"DE95919","DE95921","140.0"
"DE95961","DE95950","60.0"
"DE95970","DE95976","80.0"
"DE95937","DE95955","70.0"
"DE96034","DE96037","120.0"
"DE96036","DE96039","60.0"
"DE96053","DE96052","40.0"
"DE96052","DE96051","40.0"
"DE95962","DE95944","80.0"
"DE96096","DEKRY G","50.0"
"DE96044","DE96053","80.0"
"DE96174","EU00007","80.0"
"DE96174","EU00007","80.0"
"DE96137","DE96174","40.0"
"DE96180","DE96178","100.0"
"DE96178","DE96182","100.0"
"DE96207","DE96206","140.0"
"DE96205","DE96214","40.0"
"DE96207","DEYKKEZ","120.0"
"DE96241","DE96240","100.0"
"DE96245","DE96241","60.0"
"DE96378","DE96379","40.0"
"DE96271","DE96392","60.0"
"DE96392","DE96399","60.0"
"DE96400","DE96271","60.0"
"DE96399","DE96378","40.0"
"DE96403","DE96399","40.0"
"DE96037","DEKDFFH","160.0"
"DE96039","DE96037","160.0"
"DE96395","DE96400","80.0"
"DE95707","DE96144","100.0"
"DE96104","DE96434","40.0"
"DE96479","DEEHGVF","60.0"
"DEEHGVS","DE96479","40.0"
"DE96479","DEEHGVW","60.0"
"DE96497","DE96507","40.0"
"DEEAHLH","DEEHE P","120.0"
"DEHM  G","DE95469","80.0"
"DE95322","DE95319","140.0"
"DE96570","DE96562","140.0"
"DESKU W","DE96579","80.0"
"DESKU M","DESKU W","100.0"
"DE96607","DE96606","40.0"
"DESKU N","DE96609","40.0"
"DE96609","DESKU B","40.0"
"DESKU B","DE96579","50.0"
"DESKU O","DE96609","40.0"
"DESKU B","DE96606","40.0"
"DESKU O","DESKU N","80.0"
"DE96624","DE96585","60.0"
"DE96304","DESEG N","40.0"
"DE96621","DE96624","40.0"
"DE96663","DE96671","60.0"
"DE96671","DE96675","60.0"
"DE96675","DE96677","60.0"
"DE96677","DE96676","40.0"
"DE96654","DE96676","60.0"
"DE96666","DE96682","60.0"
"DE96685","DE96684","40.0"
"DE96682","DESSH S","40.0"
"DE96692","DE96690","90.0"
"DE96677","DE96697","40.0"
"DE96685","DESWR E","50.0"
"DESHY N","DESHY O","60.0"
"DE96720","DE96779","40.0"
"DE96779","DERL  S","60.0"
"DE96779","DERL  N","60.0"
"DERL  T","DERL  N","80.0"
"DEREISO","DEREISW","60.0"
"DE96824","DE96823","70.0"
"DEFWO A","DE96823","60.0"
"DE96846","DE96848","60.0"
"DEFMB P","DEFMB N","40.0"
"DE96950","DE96947","140.0"
"DE96968","DE96970","160.0"
"DEFWO B","DE96824","110.0"
"DE96931","DE96989","80.0"
"DE96848","DE97017","60.0"
"DE97017","DE96992","60.0"
"DE97017","DE97019","60.0"
"DEFB  R","DEFB  O","60.0"
"DEFB  R","DEFB  B","40.0"
"DE97118","DEFMLSS","40.0"
"DEFKR N","DEFKR S","80.0"
"DE97140","DE97148","100.0"
"DE97148","DE97150","100.0"
"DERMR W","DERMR M","110.0"
"DE97333","DE97335","80.0"
"DE97335","DE97255","80.0"
"DE97333","DE97324","80.0"
"DE97337","DE97340","60.0"
"DE97335","DE97183","80.0"
"DE97366","DE97364","140.0"
"DE97394","DE97393","40.0"
"DE97394","DE97224","40.0"
"DE97426","DETU  F","100.0"
"DETU  R","DETU  F","120.0"
"DETU  N","DETU  R","50.0"
"DE97477","DE97495","60.0"
"DE97495","DE97493","40.0"
"DE97505","DE97504","90.0"
"DE97535","DE97534","90.0"
"DETM  S","DETM  N","60.0"
"DETH  K","DETH  G","130.0"
"DENNE S","DENNE O","80.0"
"DE97619","DENNE O","80.0"
"DE97777","DE97831","150.0"
"DEMAHZF","DE97777","150.0"
"DE97861","DE97862","140.0"
"DE97872","DE97926","80.0"
"DE97877","DE97928","100.0"
"DEYMMOL","DE97872","100.0"
"DE97835","DE97862","100.0"
"DE97960","DE97931","80.0"
"DENPA G","DE98012","100.0"
"DENNR B","DENNR E","80.0"
"DE98132","DEYBBFE","90.0"
"DE98171","DEBHLRN","80.0"
"DELGOSW","DELGOSS","130.0"
"DEBGD R","DEBGD S","40.0"
"DE98294","DE98268","100.0"
"DE98391","DEBSE N","120.0"
"DEBGH M","DEBGH N","100.0"
"DEBAG O","DEBAG S","100.0"
"DE98171","DEBHLRS","60.0"
"DE95180","DE95177",""
"DE96218","DE96206",""
"DE97380","DE97379","50.0"
"DETLW S","DETLW O","50.0"
"DETSU P","DE97506","40.0"
"DE97511","DE97510","110.0"
"DE97540","DE97534","80.0"
"DE97535","DE97530","90.0"
"DETET S","DETET N","60.0"
"DETH  K","DETH  G","130.0"
"DENNE S","DE97619","100.0"
"DE97684","DENM  W","60.0"
"DE97759","DE97762","80.0"
"DEMBIHA","DEMBIHH","120.0"
"DE97827","DEMP  W","100.0"
"DE97878","DE97877","60.0"
"DEMH  W","DE97849","40.0"
"DEMLR W","DEMH  W","40.0"
"DE97861","DE97879","90.0"
"DE97926","DE97822","60.0"
"DEUE  F","DEUE  L","200.0"
"DEUE  G","DEUE  O","160.0"
"DEUE  O","DEUE  F","160.0"
"DE98067","DENF  G","100.0"
"DE98143","DEBWKRR","80.0"
"DEBBIKS","DEBBIKV","80.0"
"DE98206","DEBBIKV","100.0"
"DEBBIKV","DE98205","100.0"
"DEBBIKW","DEBBIKV","60.0"
"DE98205","DE98209","100.0"
"DEBBIKW","DE98205","100.0"
"DE98209","DEBBIKO","60.0"
"DEBBIKM","DEBBIKO","80.0"
"DEBBIKS","DEBBIKL","100.0"
"DE98221","DEBBIKW","100.0"
"DEBBIKL","DEBBIKO","100.0"
"DEBBIKW","DEBBIKL","100.0"
"DE98226","DE98228","80.0"
"DE98231","DEYBBIK","120.0"
"DEBBIKS","DEBBIKM","120.0"
"DE98233","DE98232","160.0"
"DE98267","DE98268","120.0"
"DE98273","DE98275","120.0"
"DEYBBHN","DE98273","120.0"
"DE98294","DE98296","230.0"
"DE98312","DE98311","80.0"
"DE98351","DE98338","160.0"
"DE98367","DE98365","120.0"
"DEBSE B","DE98371","160.0"
"DE98371","DE98372","160.0"
"DE98390","DEBSE B","60.0"
"DEBSE B","DE98354","60.0"
"DE98390","DE98371","60.0"
"DEBSE B","DE98396","60.0"
"DEBSE W","DE98396","60.0"
"DEBAG W","DEBAG O","160.0"
"DEBGK S","DEBGK N","120.0"
"DEBAG S","DEBAG W","80.0"
"DE98455","DE98221","60.0"
"DEBGK W","DE98466","100.0"
"DEBGK W","DEBGK S","100.0"
"DE98484","DEBGK S","60.0"
"DE98466","DE98484","80.0"
"DE98484","DEBGK N","80.0"
"DE98500","DE98502","120.0"
"DE98514","DEBHLRS","100.0"
"DE98514","DEBPAFS","60.0"
"DE98279","DE98523","40.0"
"DE98528","DE98443","40.0"
"DE98561","DE98559","60.0"
"DE98561","DE98472","60.0"
"EU00049","DE98593","80.0"
"EU00049","DE98593","80.0"
"DEDAF N","DEDAF W","110.0"
"DE98644","DE98642","80.0"
"DE98730","DEUG  G","80.0"
"DEUE  O","DEUE  F","60.0"
"DEUGO K","DEUGO O","40.0"
"DE98781","DEWM  B","70.0"
"DEUE  L","DEUE  O","160.0"
"DELSUEA","DE98816","100.0"
"DE98841","DELEGOB","120.0"
"DE98850","DE98848","80.0"
"DE98848","DE98853","80.0"
"DE98906","DE98907","60.0"
"DELLW V","DE98927","60.0"
"DELLW V","DEYLLWI","60.0"
"DE98730","DEUG  T","100.0"
"DE98837","DE98949","60.0"
"DE98871","DELL  N","100.0"
"DE98957","DELSD U","50.0"
"DE98946","DELLW L","120.0"
"DE98823","DE98981","80.0"
"DE98906","DE98972","80.0"
"DE98957","DE98946","120.0"
"DE98998","DE98575","160.0"
"DE99002","DE98949","200.0"
"DE98852","DE98850","80.0"
"EU00045","DE98612","40.0"
"EU00046","EU00047","50.0"
"EU00046","EU00047","50.0"
"EU00046","EU00047","50.0"
"EU00046","EU00047","50.0"
"DELF  U","DELF  O","40.0"
"DELF  W","DELF  S","30.0"
"DELF  O","DELF  F","30.0"
"DE99152","DELBK N","40.0"
"DE99177","DEWM  E","50.0"
"DE0KKDZ","DE96378","70.0"
"DE00KKM","DE0KKMN","130.0"
"DE0KKMN","DE0KBKS","130.0"
"DE96309","DE00KKM","90.0"
"DE00KKH","DE0KKDB","120.0"
"DE0KDUK","DE0KBGG","120.0"
"DE0KHOS","DE00KKH","120.0"
"DE0KKDB","DE0KDUK","120.0"
"DE96395","DE0KHOS","80.0"
"DE00KKM","DE96394","60.0"
"DE0KKAN","DE00KKM","60.0"
"DE96394","DE0KKMN","60.0"
"DE000KG","DE00KGS","40.0"
"DE00KGN","DE000KG","40.0"
"DE95976","DE00KGN","40.0"
"DE96389","DE00KKD","40.0"
"DE0KWER","DE0KOPL","60.0"
"DE00KDE","DE00KHI","140.0"
"DE00KWL","DE95707","100.0"
"DE96434","DE00KWL","60.0"
"DE00ENV","DE0ELBG","120.0"
"DE00KWV","DE0KDOP","120.0"
"DE0EEKU","DE0EEKH","100.0"
"DE0ELBG","DE0ENIR","80.0"
"DE0ENIR","DE0EEKU","100.0"
"DE0EVLR","DE00ENV","120.0"
"DE0EWAP","DE0EVLR","120.0"
"DE0KDOP","DE0EWAP","120.0"
"DE00FRB","DE00FHG","110.0"
"DE0EGVB","DE0EMEG","110.0"
"DE0EHOG","DE00ELE","100.0"
"DE0EHTG","DE00ESW","120.0"
"DE0ELTF","DE0EEHS","110.0"
"DE0EMEG","DE000EA","80.0"
"DE0EPLT","DE00EFP","110.0"
"DE0EWSE","DE0ELTF","110.0"
"DE0FDBT","DE00FRB","110.0"
"DE96454","DE00EKT","110.0"
"DE000EA","DE0EKHU","80.0"
"DE00EFP","DE0EGVB","110.0"
"DE00EHG","DE0EHGK","120.0"
"DE00EKT","DE0EHTG","120.0"
"DE00ELE","DE96451","100.0"
"DE00ESW","DE96455","90.0"
"DE0EALN","DE0EWHL","100.0"
"DE0EEHS","DE96454","110.0"
"DE0EHGH","DE0EHOG","120.0"
"DE0EHGK","DE0EHGH","120.0"
"DE0EKHU","DE0EWSE","90.0"
"DE0ENDI","DE0ERUD","100.0"
"DE0ERUD","DE0FDBT","110.0"
"DE0ESIG","DE0ENDI","100.0"
"DE0EWHL","DE0EPLT","110.0"
"DE96455","DE0ESIG","90.0"
"DE00EHG","DE96460","100.0"
"DE0EDBA","DE0EDFD","140.0"
"DE0EDFD","DE00EDO","80.0"
"DE0EDKR","DE0EDBA","140.0"
"DE0EHGV","DE0EWET","120.0"
"DE0EWET","DE0EWIT","140.0"
"DE0EWIA","DE0EDKR","140.0"
"DE0EWIT","DE0EWIA","140.0"
"DE96460","DE0EHGV","120.0"
"DE0EHGP","DE0EGVG","50.0"
"DE0EEIN","DE0EHGS","80.0"
"DE0EHGS","DE0EHOY","60.0"
"DEEHGVW","DE0EHGV","60.0"
"DE00EIL","DE0EILH","90.0"
"DE0EERG","DE0ESRT","100.0"
"DE0EHNE","DE0EERG","100.0"
"DE0EILH","DE0EKAL","100.0"
"DE0EKAL","DE0EHNE","100.0"
"DE0EHOY","DE96475","60.0"
"DE0EARE","DE0EFRM","60.0"
"DE0EFOE","DE0EARE","60.0"
"DE0EFRM","DE00EUN","60.0"
"DE00EGG","DE0EBRS","50.0"
"DE00EPD","DE0EPDG","50.0"
"DE0EBRS","DE0EBRW","70.0"
"DE0ERKS","DE00EGG","50.0"
"DE000HA","DE0HAAK","80.0"
"DE0HAAK","DE0HBUK","160.0"
"DE0HBNB","DE0HWAR","130.0"
"DE0HBUK","DE0HWBD","160.0"
"DE0HWBD","DE0HBNB","160.0"
"DE0HAAT","DE0HAAK","60.0"
"DE00HHX","DE00HLN","110.0"
"DE00HLN","DE0HHZM","110.0"
"DE0HBDG","DE0HHER","100.0"
"DE0HBKH","DE0HOTT","100.0"
"DE0HBKL","DE0HBKH","100.0"
"DE0HGOH","DE0HHXR","120.0"
"DE0HHER","DE0HBKL","100.0"
"DE0HHXR","DE00HHX","100.0"
"DE0HLAN","DE0HBDG","100.0"
"DE0HOTT","DE0HGOH","120.0"
"DE0EHFD","DE0HHIS","100.0"
"DE0HHIS","DE96562","100.0"
"DE0EBIO","DE0EBIL","60.0"
"DE0EELB","DE0EHEP","80.0"
"DE0EHEP","DE0EOER","80.0"
"DE0EHIG","DE0EOLT","80.0"
"DE0ELAG","DE0EELB","80.0"
"DE0EOER","DE0EUBD","80.0"
"DE0EOLT","DE0EBIO","80.0"
"DE0EUBD","DE0EHIG","80.0"
"DE000HL","DE96570","80.0"
"DE00KAH","DE0KAHM","70.0"
"DE00KRE","DE0KBOD","80.0"
"DE0KAHM","DE0KWAP","80.0"
"DE0KALT","DE0KKRZ","60.0"
"DE0KBOD","DE0KHEH","80.0"
"DE00KPL","DE0KKRF","90.0"
"DE00KTH","DE0KKOH","70.0"
"DE0KAND","DE0KMIE","100.0"
"DE0KKOH","DE0KMYO","70.0"
"DE0SGRG","DE96298","60.0"
"DE00SML","DE0SURM","60.0"
"DE0KKRF","DE0KNME","100.0"
"DE0KMIE","DE00KPL","100.0"
"DE0KMYW","DE00SML","60.0"
"DE0KNME","DE00KTH","70.0"
"DE0SKAI","DE0SKAG","60.0"
"DE0SURM","DE0SKAI","60.0"
"DE00KNE","DE0KURR","120.0"
"DE0KKES","DE0KKOL","140.0"
"DE0KKOL","DE96592","100.0"
"DE0KURR","DE0KKES","140.0"
"DE96592","DE0KKOM","100.0"
"DE00KBZ","DE0KBOP","50.0"
"DE0KBOP","DE0KBPS","40.0"
"DE0KEHR","DE0KFLH","50.0"
"DE0KEMM","DE0KEHR","50.0"
"DE0KFLH","DE00KBZ","50.0"
"DE00KAK","DE00KOE","60.0"
"DE00KOE","DE0KKLM","60.0"
"DE0KAKG","DE00KAK","50.0"
"DE0KGEH","DE00KAU","60.0"
"DE0KKLM","DE0KBRS","60.0"
"DE0KBRS","DE0KHOG","60.0"
"DE0KHOG","DE0KGEH","60.0"
"DE00SEG","DE96621","40.0"
"DE96621","DE0SBIW","60.0"
"DE96627","DE0SHBG","50.0"
"DE0SDLO","DE0SDHG","40.0"
"DE0SDLA","DE0SDZG","40.0"
"DE00SSB","DE96656","60.0"
"DE0SDUW","DESSR N","60.0"
"DE00SES","DE96752","120.0"
"DE00SKL","DE00SES","100.0"
"DE000RL","DE0RLSM","80.0"
"DE00RLI","DE0RLIA","160.0"
"DE00RSD","DE00RLI","160.0"
"DE0RBOA","DE00RSD","160.0"
"DE0RLIA","DE0RLUR","160.0"
"DE0RLSM","DE000RM","80.0"
"DE0RLUM","DE000RL","160.0"
"DE0RLUR","DE0RLUM","160.0"
"DE00RLO","DE00RRK","110.0"
"DE96784","DE00RLO","110.0"
"DE0FBRM","DE0FKIZ","160.0"
"DE0FKIZ","DE0FWWN","100.0"
"DE0FWWN","DE000FW","100.0"
"DE000FD","DE96902","60.0"
"DE000FD","DE96908","80.0"
"DE00FAT","DE0FHER","120.0"
"DE00FBA","DE0FSTK","160.0"
"DE00FDI","DE00FAT","120.0"
"DE00FDK","DE0FMES","120.0"
"DE00FDN","DE00FDK","100.0"
"DE0FHER","DE00FBA","120.0"
"DE0FMAA","DE0FMAS","120.0"
"DE0FMAS","DE00NAH","120.0"
"DE0FMES","DE00FDI","120.0"
"DE0FSTK","DE0FMAA","120.0"
"DE96908","DE00FDN","90.0"
"DE96697","DE00SSB","60.0"
"DE0EPDN","DE0EPNG",""
"DE0KKDZ","DE00KKD",""
"DE0KDEA","DE0KREC","70.0"
"DE0KHEH","DE0KNEB","80.0"
"DE0KKRZ","DE0KBRU","60.0"
"DE0KMAY","DE0KALT","70.0"
"DE0KNEB","DE00KAH","80.0"
"DE0KREC","DE0KMAY","70.0"
"DE0KWAP","DE0KDEA","80.0"
"DE00KLI","DE0KLIG","40.0"
"DE00STR","DE0STRS","60.0"
"DE96697","DE00SSH","40.0"
"DE00SKL","DE0SKLP","60.0"
"DE00SKW","DE0SHIH","60.0"
"DE00SOU","DE0SKRB","60.0"
"DE0SHIH","DE0SUSZ","60.0"
"DE0SHZH","DE0SLOH","60.0"
"DE0SKLP","DE0SKLW","60.0"
"DE0SKLW","DE0SLAO","80.0"
"DE0SKRB","DE0SROB","60.0"
"DE0SLAO","DE00SKW","60.0"
"DE0SLOH","DE0SLKG","60.0"
"DE0SROB","DE0SWFS","60.0"
"DE0SRWH","DE0SHZH","50.0"
"DE0SUSZ","DE00SOU","60.0"
"DE0SWFS","DE0SRWH","60.0"
"DE000RL","DERLBST","60.0"
"DERL  T","DE000RL","60.0"
"DE00RAM","DE0RBOK","80.0"
"DE00RGR","DE96789","80.0"
"DE00RKH","DE00RGR","80.0"
"DE0FHSU","DE0FMSH","80.0"
"DE0RBDH","DE0RBDT","100.0"
"DE0RBDT","DE0RERO","100.0"
"DE0RBOK","DE0FHSU","80.0"
"DE0RERO","DE0RFHM","100.0"
"DE0RFHM","DE0RHXB","80.0"
"DE0RHXB","DE00RKH","80.0"
"DE96789","DE00RAM","80.0"
"DE00RKD","DE0RWRD","120.0"
"DE00RKW","DE000RK","120.0"
"DE0RKIN","DE96802","120.0"
"DE0RKMG","DE96804","120.0"
"DE0RKRH","DE0RKIN","120.0"
"DE0RMAL","DE0RMAX","120.0"
"DE0RMAW","DE0RMAL","120.0"
"DE0RMAX","DE0RKRH","120.0"
"DE0RWRD","DERWRTL","120.0"
"DE0RWRT","DE0RMAW","120.0"
"DE96799","DE00RKD","120.0"
"DE96802","DE0RKMG","120.0"
"DE96804","DE00RKW","120.0"
"DERWRTL","DE0RWRT","100.0"
"DERWRTL","DE0RWRT","120.0"
"DE0FWWS","DE0FWSA","80.0"
"DE000FW","DE0FWWS","80.0"
"DE0FWSA","DE00FWB","80.0"
"DE00FIL","DE0FHEI","160.0"
"DE00FMM","DE96832","160.0"
"DE00FUR","DE0FBUD","160.0"
"DE0FBGG","DE0FGAL","160.0"
"DE0FBGN","DE0FBGG","160.0"
"DE0FBUD","DE00FMM","160.0"
"DE0FGAL","DE00FIL","160.0"
"DE0FHEI","DE00FUR","160.0"
"DE96289","DE0FBGN","160.0"
"DE96832","DE00FMZ","100.0"
"DE00FMB","DE0FRUO","160.0"
"DE00FMG","DE96844","140.0"
"DE00FMS","DE00FMG","140.0"
"DE00FMZ","DE00FMS","80.0"
"DE00FNI","DE96846","90.0"
"DE00FRA","DE0FMOW","160.0"
"DE00FSP","DE00FNI","100.0"
"DE0FBRS","DE0FKCH","160.0"
"DE0FKCH","DE00FSP","160.0"
"DE0FMOW","DE0FBRS","160.0"
"DE0FRUE","DE00FRA","160.0"
"DE0FRUO","DE0FRUE","160.0"
"DE96844","DE00FMB","140.0"
"DE96848","DE000FF","60.0"
"DE00FML","DE0FBOD","140.0"
"DE00FMS","DE0FMWG","140.0"
"DE00FMZ","DE00FMS","80.0"
"DE0FAHM","DE0FMET","160.0"
"DE0FBOD","DE0FNAC","130.0"
"DE0FDHM","DE0FGUB","160.0"
"DE0FGUB","DE0FAHM","160.0"
